Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
199,64,Male,Flip-flops,Clothing,83,Mississippi,L,Teal,Winter,3.2,No,Express,No,No,40,Cash,Quarterly
200,18,Female,Scarf,Outerwear,86,Tennessee,L,Cyan,Summer,1.3,Yes,Store Pickup,Yes,No,61,Debit Card,Quarterly
201,70,Female,Belt,Clothing,21,Iowa,S,Blue,Fall,3.5,No,Store Pickup,Yes,Yes,82,Debit Card,Every 3 Months
202,52,Male,Vest,Clothing,76,Utah,XL,Teal,Fall,3.7,No,Same Day Delivery,Yes,Yes,24,Cryptocurrency,Bi-Weekly
203,20,Male,Swimsuit,Footwear,31,Missouri,S,Peach,Winter,3.0,Yes,International Shipping,Yes,Yes,83,Debit Card,Weekly
204,56,Male,Raincoat,Footwear,62,Wyoming,S,Indigo,Spring,4.2,Yes,Standard,No,Yes,54,Debit Card,Weekly
205,30,Male,Sneakers,Outerwear,54,Colorado,L,Lavender,Spring,1.3,No,Overnight Shipping,Yes,No,66,Venmo,Annually
206,63,Female,Cap,Outerwear,72,Massachusetts,XL,Orange,Winter,4.4,No,Overnight Shipping,Yes,No,14,Credit Card,Annually
207,34,Male,Windbreaker,Clothing,98,New York,M,Cyan,Fall,1.9,No,Store Pickup,No,No,27,Bank Transfer,Quarterly
208,18,Male,Pants,Clothing,45,Tennessee,S,Violet,Fall,2.3,No,Same Day Delivery,No,Yes,86,Bank Transfer,Bi-Weekly
209,41,Male,Tracksuit,Clothing,22,Arkansas,XL,Violet,Fall,1.0,No,Store Pickup,Yes,No,5,Credit Card,Bi-Weekly
210,40,Male,Belt,Accessories,29,Mississippi,L,Purple,Summer,3.4,No,International Shipping,Yes,No,84,Debit Card,Bi-Weekly
211,65,Female,Belt,Footwear,54,Oklahoma,S,Red,Fall,1.7,Yes,Store Pickup,Yes,No,32,Debit Card,Weekly
212,53,Male,Cufflinks,Accessories,94,Washington,XL,Orange,Fall,2.9,Yes,Express,Yes,Yes,81,Credit Card,Annually
213,20,Female,Watch,Accessories,76,Kansas,XL,Silver,Winter,3.7,No,Standard,Yes,No,97,Credit Card,Every 3 Months
214,53,Female,Watch,Clothing,73,Utah,L,Olive,Spring,4.4,No,International Shipping,Yes,Yes,32,Bank Transfer,Weekly
215,35,Male,Coat,Outerwear,75,Utah,S,Yellow,Winter,5.0,Yes,Overnight Shipping,Yes,Yes,84,Debit Card,Bi-Weekly
216,33,Female,Necklace,Clothing,41,Delaware,L,Gray,Spring,1.6,No,Same Day Delivery,No,Yes,31,Cash,Weekly
217,45,Female,Tie,Clothing,31,Vermont,M,Orange,Fall,2.1,Yes,Same Day Delivery,No,No,18,Venmo,Weekly
218,30,Male,Backpack,Outerwear,63,Alabama,M,Lavender,Summer,2.8,Yes,International Shipping,No,No,55,Cryptocurrency,Quarterly
219,58,Female,Necklace,Clothing,20,Ohio,S,Yellow,Summer,3.5,No,Express,No,No,63,Venmo,Weekly
220,44,Male,Skirt,Accessories,96,New York,XL,Charcoal,Summer,2.0,No,Free Shipping,Yes,No,27,Credit Card,Weekly
221,49,Male,Coat,Accessories,86,Montana,XL,Pink,Fall,3.2,No,Standard,Yes,Yes,36,PayPal,Monthly
222,41,Female,Sneakers,Clothing,84,Washington,M,Peach,Winter,2.1,No,Overnight Shipping,Yes,No,55,Bank Transfer,Monthly
223,59,Male,Loafers,Accessories,55,Utah,M,Pink,Spring,4.1,No,International Shipping,Yes,Yes,39,Debit Card,Fortnightly
224,40,Male,Sweater,Outerwear,94,Colorado,M,Pink,Spring,3.7,No,Same Day Delivery,Yes,Yes,36,Venmo,Monthly
225,42,Female,Shirt,Clothing,65,Ohio,S,Teal,Spring,3.4,No,Express,No,No,48,Cash,Monthly
226,55,Male,Raincoat,Outerwear,96,New York,L,Beige,Fall,2.9,No,Standard,No,No,98,Credit Card,Fortnightly
227,55,Male,Sweater,Footwear,38,West Virginia,M,White,Fall,4.5,No,Same Day Delivery,No,Yes,30,Cash,Monthly
228,43,Male,Shoes,Footwear,75,Wyoming,L,Red,Summer,1.7,Yes,International Shipping,No,Yes,69,Credit Card,Monthly
229,38,Female,Jewelry,Outerwear,35,Kansas,L,Maroon,Spring,4.5,No,2-Day Shipping,Yes,Yes,29,Venmo,Monthly
230,37,Male,Jewelry,Clothing,42,New Mexico,L,Red,Summer,4.5,No,Express,No,No,62,Credit Card,Monthly
231,26,Male,Bracelet,Footwear,76,Illinois,S,Red,Winter,3.5,No,2-Day Shipping,Yes,No,74,Cryptocurrency,Weekly
232,23,Male,Watch,Clothing,96,Utah,XL,Black,Winter,1.5,No,Store Pickup,Yes,Yes,62,Bank Transfer,Weekly
233,70,Male,Cap,Accessories,37,Delaware,S,White,Winter,1.8,Yes,Same Day Delivery,No,Yes,12,Bank Transfer,Monthly
234,62,Female,Sandals,Clothing,66,Maine,M,Turquoise,Winter,3.0,Yes,Next Day Air,Yes,Yes,94,PayPal,Monthly
235,35,Female,Raincoat,Footwear,93,Rhode Island,XL,Silver,Summer,3.8,No,2-Day Shipping,Yes,No,59,Cryptocurrency,Monthly
236,49,Male,Coat,Clothing,83,Vermont,XL,Teal,Spring,3.6,No,Store Pickup,Yes,Yes,28,Venmo,Fortnightly
237,23,Female,Shorts,Accessories,72,New Mexico,S,White,Summer,3.9,Yes,Overnight Shipping,Yes,Yes,19,PayPal,Fortnightly
238,66,Female,Shoes,Outerwear,21,Arizona,L,Magenta,Fall,3.7,Yes,Same Day Delivery,Yes,Yes,71,Debit Card,Every 3 Months
239,64,Male,Sunglasses,Footwear,99,Nevada,XL,Peach,Summer,2.8,Yes,Express,No,Yes,98,Credit Card,Bi-Weekly
240,23,Male,Cardigan,Accessories,93,Massachusetts,M,Lavender,Spring,1.2,Yes,2-Day Shipping,Yes,Yes,12,Venmo,Annually
241,28,Male,Windbreaker,Clothing,36,Alaska,M,Gray,Spring,3.9,No,Next Day Air,No,Yes,74,PayPal,Annually
242,52,Male,Bracelet,Clothing,42,Ohio,M,Brown,Summer,4.1,No,Overnight Shipping,No,No,57,Cash,Monthly
243,42,Male,Swimsuit,Outerwear,45,Mississippi,L,Indigo,Summer,2.0,No,Free Shipping,No,No,10,Cryptocurrency,Fortnightly
244,42,Male,Raincoat,Accessories,46,Nebraska,XL,Lavender,Fall,2.9,No,Same Day Delivery,No,No,62,Credit Card,Weekly
245,36,Female,Sneakers,Footwear,86,Virginia,L,Orange,Fall,2.4,No,Express,Yes,Yes,59,Cash,Monthly
246,60,Female,Cap,Outerwear,74,Iowa,XL,Indigo,Spring,1.1,No,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly
247,38,Female,Jewelry,Footwear,92,Wisconsin,XL,Cyan,Winter,3.7,No,Standard,Yes,No,32,Cash,Quarterly
248,61,Male,Backpack,Footwear,27,Mississippi,XL,Lavender,Summer,4.4,Yes,Same Day Delivery,No,No,17,Cash,Monthly
249,41,Female,Windbreaker,Clothing,69,South Dakota,S,Red,Spring,1.3,No,2-Day Shipping,Yes,Yes,88,Cash,Every 3 Months
250,64,Male,T-shirt,Footwear,67,North Carolina,XL,Violet,Winter,3.0,Yes,Next Day Air,No,Yes,12,PayPal,Monthly
251,56,Female,Earrings,Footwear,65,Massachusetts,L,Maroon,Fall,3.1,Yes,2-Day Shipping,Yes,No,91,Debit Card,Monthly
252,59,Female,T-shirt,Clothing,71,Virginia,XL,Indigo,Winter,1.2,No,Same Day Delivery,Yes,Yes,83,Debit Card,Every 3 Months
253,24,Female,Scarf,Outerwear,70,Ohio,S,Indigo,Fall,2.9,Yes,Next Day Air,Yes,No,93,PayPal,Bi-Weekly
254,44,Female,Windbreaker,Outerwear,86,New York,M,Peach,Spring,1.9,Yes,Overnight Shipping,No,No,52,Venmo,Every 3 Months
255,25,Female,Socks,Clothing,38,Wisconsin,L,Green,Summer,4.0,No,Standard,No,No,68,Venmo,Annually
256,60,Female,Windbreaker,Accessories,45,Ohio,M,Olive,Summer,3.0,No,2-Day Shipping,No,No,38,Debit Card,Every 3 Months
257,41,Female,Vest,Accessories,61,Minnesota,S,Magenta,Spring,2.7,Yes,Same Day Delivery,No,No,70,Cryptocurrency,Fortnightly
258,28,Female,Sweater,Clothing,76,Mississippi,L,Orange,Summer,2.8,No,Overnight Shipping,No,No,15,Credit Card,Bi-Weekly
259,23,Male,Tie,Accessories,78,Arizona,XL,White,Fall,2.7,Yes,Same Day Delivery,No,Yes,48,Debit Card,Monthly
260,57,Female,Dress,Outerwear,45,Indiana,M,Olive,Fall,2.6,No,Express,No,Yes,95,Credit Card,Bi-Weekly
261,52,Male,Shoes,Outerwear,80,Kentucky,M,Brown,Summer,1.8,Yes,Free Shipping,Yes,No,24,Credit Card,Quarterly
262,41,Male,Cap,Clothing,28,Georgia,XL,Beige,Summer,4.5,No,2-Day Shipping,Yes,No,63,PayPal,Every 3 Months
263,64,Female,Flip-flops,Accessories,83,Delaware,S,Cyan,Winter,1.3,Yes,2-Day Shipping,Yes,No,83,Credit Card,Every 3 Months
264,46,Female,Sandals,Accessories,91,West Virginia,S,Silver,Fall,1.3,Yes,Overnight Shipping,No,No,1,Bank Transfer,Annually
265,45,Male,Cufflinks,Outerwear,96,Connecticut,L,Cyan,Fall,3.4,Yes,Express,No,Yes,9,Bank Transfer,Bi-Weekly
266,19,Male,Hoodie,Accessories,46,Wyoming,L,Pink,Summer,2.2,No,Free Shipping,Yes,No,92,Venmo,Every 3 Months
267,60,Male,Raincoat,Clothing,50,Wyoming,M,Pink,Fall,2.2,No,Standard,No,Yes,98,Cash,Weekly
268,31,Male,Shirt,Outerwear,40,Utah,S,Silver,Summer,2.7,Yes,Same Day Delivery,Yes,No,78,Cryptocurrency,Monthly
269,23,Male,Vest,Outerwear,82,Vermont,L,Olive,Spring,2.5,No,International Shipping,No,Yes,90,Credit Card,Weekly
270,44,Male,Boots,Footwear,36,West Virginia,L,Maroon,Winter,2.9,No,International Shipping,No,Yes,59,Venmo,Annually
271,38,Female,Gloves,Clothing,69,Iowa,S,Indigo,Spring,2.5,Yes,Next Day Air,Yes,Yes,9,Cryptocurrency,Every 3 Months
272,20,Male,Belt,Outerwear,45,Colorado,L,White,Fall,2.8,No,International Shipping,No,Yes,77,Debit Card,Fortnightly
273,21,Female,Tracksuit,Outerwear,58,North Carolina,L,Lavender,Summer,3.0,No,Same Day Delivery,No,Yes,55,Debit Card,Bi-Weekly
274,61,Female,Scarf,Accessories,52,North Carolina,L,Turquoise,Spring,3.2,Yes,Free Shipping,Yes,No,8,Cash,Monthly
275,18,Male,Hoodie,Outerwear,93,Pennsylvania,L,Silver,Summer,3.0,No,2-Day Shipping,No,Yes,26,Venmo,Every 3 Months
276,27,Female,Coat,Outerwear,21,Oregon,L,Black,Fall,1.1,Yes,Standard,No,Yes,80,Cryptocurrency,Bi-Weekly
277,20,Male,Shoes,Outerwear,52,Connecticut,L,Orange,Summer,2.5,No,Express,No,Yes,76,PayPal,Every 3 Months
278,65,Male,Socks,Footwear,47,Kentucky,S,White,Winter,4.6,Yes,International Shipping,Yes,No,93,Credit Card,Annually
279,59,Female,Earrings,Outerwear,67,Tennessee,L,Olive,Summer,1.0,No,Overnight Shipping,No,Yes,66,PayPal,Annually
280,64,Male,Loafers,Accessories,67,Nevada,L,Maroon,Winter,1.5,Yes,Free Shipping,Yes,Yes,51,Cash,Annually
281,62,Female,T-shirt,Accessories,20,Oregon,S,Maroon,Summer,1.5,No,Store Pickup,No,Yes,17,Cash,Monthly
282,62,Male,Gloves,Footwear,74,Maine,M,Magenta,Summer,3.8,Yes,Store Pickup,No,No,9,Venmo,Fortnightly
283,56,Female,Cap,Clothing,67,Kansas,M,Blue,Winter,2.8,Yes,Express,No,No,50,Credit Card,Fortnightly
284,39,Male,Watch,Clothing,21,Pennsylvania,M,Violet,Fall,1.5,Yes,Store Pickup,Yes,Yes,77,Debit Card,Annually
285,70,Male,Cap,Footwear,24,New York,XL,Gold,Spring,4.1,Yes,Same Day Delivery,No,No,35,Debit Card,Annually
286,48,Female,Backpack,Outerwear,28,Mississippi,L,Beige,Fall,1.2,No,Standard,No,Yes,7,Venmo,Bi-Weekly
287,34,Male,Jacket,Outerwear,98,Maryland,L,Teal,Spring,1.0,Yes,International Shipping,No,No,14,Venmo,Monthly
288,61,Male,Windbreaker,Outerwear,40,Indiana,M,Brown,Fall,3.5,Yes,Next Day Air,No,No,14,PayPal,Every 3 Months
289,22,Female,Hoodie,Clothing,97,Nevada,XL,Indigo,Summer,4.8,No,2-Day Shipping,No,Yes,55,Bank Transfer,Fortnightly
290,30,Male,Watch,Outerwear,89,Missouri,L,Orange,Fall,4.1,No,International Shipping,Yes,Yes,73,Debit Card,Every 3 Months
291,24,Male,Watch,Footwear,86,Louisiana,S,Magenta,Spring,2.7,No,Next Day Air,Yes,Yes,82,Bank Transfer,Weekly
292,44,Female,Jewelry,Outerwear,38,Louisiana,M,Gray,Summer,3.9,No,International Shipping,Yes,No,13,Venmo,Quarterly
293,49,Male,Coat,Footwear,74,Mississippi,M,Cyan,Summer,3.0,Yes,2-Day Shipping,No,Yes,88,PayPal,Fortnightly
294,23,Male,Necklace,Accessories,39,West Virginia,S,Turquoise,Winter,3.8,Yes,Next Day Air,Yes,No,95,Debit Card,Annually
295,23,Female,Backpack,Clothing,50,New York,M,Peach,Fall,4.0,No,International Shipping,No,No,25,Venmo,Bi-Weekly
296,47,Female,Scarf,Outerwear,68,Connecticut,M,Indigo,Fall,2.4,No,Next Day Air,No,No,85,Cryptocurrency,Every 3 Months
297,32,Female,Tie,Outerwear,43,Montana,L,Silver,Fall,3.8,Yes,Store Pickup,No,Yes,98,Credit Card,Fortnightly
298,22,Female,Loafers,Accessories,49,Indiana,M,Indigo,Winter,1.4,Yes,Free Shipping,Yes,Yes,77,Debit Card,Monthly
299,61,Female,Flip-flops,Clothing,61,New Jersey,L,Orange,Spring,1.8,No,Same Day Delivery,Yes,No,56,Cash,Every 3 Months
300,47,Male,Overalls,Footwear,25,New Mexico,L,Charcoal,Winter,2.2,Yes,Standard,Yes,Yes,39,PayPal,Weekly
301,24,Female,Earrings,Clothing,46,Washington,L,Olive,Spring,2.2,No,Overnight Shipping,No,No,16,Credit Card,Bi-Weekly
302,43,Male,T-shirt,Outerwear,57,North Dakota,M,Olive,Spring,3.8,Yes,Free Shipping,No,Yes,4,Bank Transfer,Weekly
303,63,Female,Bracelet,Outerwear,25,New Jersey,XL,Olive,Spring,2.6,No,2-Day Shipping,No,Yes,5,Cash,Monthly
304,18,Male,Necklace,Accessories,98,Montana,S,Maroon,Summer,3.9,Yes,2-Day Shipping,No,No,61,Bank Transfer,Quarterly
305,40,Male,Handbag,Outerwear,52,Hawaii,M,Pink,Summer,4.9,No,2-Day Shipping,No,No,44,Credit Card,Annually
306,45,Female,Backpack,Clothing,62,Maryland,XL,Peach,Winter,3.9,No,Same Day Delivery,Yes,Yes,55,Cash,Weekly
307,41,Male,Swimsuit,Outerwear,23,Connecticut,M,Charcoal,Spring,2.2,Yes,2-Day Shipping,Yes,Yes,33,Bank Transfer,Annually
308,27,Male,Pants,Accessories,53,New York,L,Orange,Spring,2.6,Yes,Same Day Delivery,No,Yes,4,PayPal,Quarterly
309,33,Female,Sweater,Accessories,68,Utah,M,Silver,Winter,2.8,No,International Shipping,Yes,No,49,Debit Card,Annually
310,47,Male,Jacket,Outerwear,25,California,M,Lavender,Fall,3.3,Yes,Standard,Yes,No,97,Cash,Annually
311,19,Male,Boots,Clothing,60,New Mexico,XL,Black,Summer,4.5,Yes,Next Day Air,Yes,No,2,Debit Card,Annually
312,65,Male,Socks,Clothing,31,Mississippi,M,Indigo,Summer,4.1,Yes,International Shipping,No,No,51,Debit Card,Monthly
313,60,Male,Handbag,Outerwear,61,Rhode Island,S,Indigo,Fall,1.7,No,Same Day Delivery,No,Yes,69,Cryptocurrency,Fortnightly
314,69,Male,Shirt,Clothing,49,Idaho,S,Gold,Summer,3.7,No,Free Shipping,Yes,No,95,Debit Card,Quarterly
315,51,Female,Vest,Accessories,80,Alaska,M,Indigo,Fall,3.1,Yes,Store Pickup,No,No,38,Bank Transfer,Annually
316,67,Female,Skirt,Footwear,68,Oklahoma,L,Turquoise,Summer,3.4,No,Store Pickup,No,No,97,Debit Card,Annually
317,43,Female,Swimsuit,Accessories,44,Ohio,L,Pink,Spring,4.2,Yes,Free Shipping,Yes,No,21,Credit Card,Monthly
318,28,Female,Cufflinks,Outerwear,62,Washington,XL,Indigo,Summer,2.5,Yes,Overnight Shipping,No,Yes,65,Cryptocurrency,Monthly
319,57,Male,Belt,Outerwear,35,Pennsylvania,XL,Yellow,Summer,4.6,Yes,Overnight Shipping,No,Yes,59,Venmo,Every 3 Months
320,43,Female,Tie,Accessories,21,Tennessee,XL,Teal,Fall,2.9,Yes,International Shipping,Yes,No,24,Cash,Bi-Weekly
321,50,Female,Skirt,Clothing,29,Arkansas,XL,Blue,Spring,4.0,Yes,Store Pickup,Yes,No,65,Cash,Fortnightly
322,21,Male,Blouse,Accessories,35,Wisconsin,S,Beige,Summer,1.3,No,International Shipping,No,Yes,55,PayPal,Fortnightly
323,54,Male,Boots,Outerwear,83,North Carolina,L,Teal,Spring,3.5,Yes,Overnight Shipping,Yes,No,10,PayPal,Bi-Weekly
324,65,Female,Vest,Footwear,79,New Hampshire,L,Cyan,Winter,2.3,No,Next Day Air,Yes,No,95,Debit Card,Quarterly
325,64,Female,Watch,Clothing,34,New Jersey,M,Black,Winter,3.8,Yes,Express,No,No,70,Bank Transfer,Annually
326,63,Male,Blouse,Outerwear,28,Virginia,L,Maroon,Spring,4.3,No,Overnight Shipping,No,No,4,Venmo,Annually
327,26,Female,Sweater,Outerwear,87,New Mexico,XL,Blue,Spring,3.8,No,Overnight Shipping,No,No,31,Debit Card,Every 3 Months
328,59,Male,Tracksuit,Footwear,87,Nebraska,XL,Purple,Summer,1.7,No,Same Day Delivery,No,No,88,PayPal,Weekly
329,70,Female,Sunglasses,Accessories,94,Michigan,XL,Peach,Fall,4.8,Yes,2-Day Shipping,Yes,No,86,Credit Card,Weekly
330,30,Female,Bracelet,Outerwear,72,Maryland,S,Silver,Spring,3.7,Yes,Free Shipping,No,No,78,Venmo,Monthly
331,60,Female,Handbag,Footwear,74,Pennsylvania,XL,Black,Winter,4.2,Yes,Next Day Air,No,No,0,Cash,Fortnightly
332,46,Male,Sandals,Clothing,80,Virginia,L,Beige,Winter,4.6,Yes,International Shipping,No,No,37,Credit Card,Every 3 Months
333,18,Male,Necklace,Accessories,52,Oklahoma,L,Turquoise,Spring,1.2,Yes,Next Day Air,Yes,Yes,56,Bank Transfer,Quarterly
334,39,Female,Blouse,Footwear,57,Massachusetts,L,Silver,Spring,4.6,No,Same Day Delivery,No,No,85,Venmo,Monthly
335,37,Male,Jewelry,Footwear,67,Delaware,L,Indigo,Summer,2.3,No,Overnight Shipping,No,No,16,Cryptocurrency,Monthly
336,26,Female,Jeans,Clothing,80,Pennsylvania,S,Magenta,Fall,2.9,No,Next Day Air,No,Yes,6,Credit Card,Fortnightly
337,28,Female,Backpack,Accessories,91,North Carolina,XL,Turquoise,Spring,2.7,Yes,Next Day Air,Yes,Yes,76,Cryptocurrency,Weekly
338,24,Male,Gloves,Accessories,22,Minnesota,XL,White,Fall,3.4,No,2-Day Shipping,Yes,Yes,28,PayPal,Monthly
339,38,Male,Jewelry,Footwear,23,Michigan,XL,White,Winter,3.9,No,2-Day Shipping,No,Yes,8,Venmo,Monthly
340,54,Male,Scarf,Accessories,98,Indiana,XL,Teal,Summer,1.9,No,Express,Yes,Yes,14,PayPal,Every 3 Months
341,49,Male,Tie,Clothing,64,Illinois,XL,Blue,Fall,3.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months
342,20,Male,Tracksuit,Clothing,73,Maryland,L,Brown,Fall,1.6,No,International Shipping,Yes,No,38,PayPal,Fortnightly
343,68,Female,Hoodie,Outerwear,36,Colorado,XL,Lavender,Fall,1.4,No,Free Shipping,No,No,69,Debit Card,Weekly
344,55,Female,Sandals,Clothing,25,Texas,S,Green,Summer,3.9,Yes,Free Shipping,Yes,Yes,43,Venmo,Fortnightly
345,55,Male,Hoodie,Clothing,90,Illinois,XL,Indigo,Spring,3.9,Yes,Express,Yes,Yes,57,Cryptocurrency,Weekly
346,49,Male,Shoes,Accessories,36,West Virginia,L,Blue,Spring,3.4,No,Standard,Yes,Yes,28,Credit Card,Bi-Weekly
347,56,Female,Swimsuit,Clothing,85,South Carolina,L,Teal,Spring,3.3,No,International Shipping,No,Yes,31,PayPal,Monthly
348,21,Male,Vest,Outerwear,97,Utah,L,Yellow,Summer,4.3,Yes,Same Day Delivery,No,No,45,Credit Card,Weekly
349,50,Female,Sneakers,Footwear,22,Montana,XL,Green,Spring,2.1,Yes,Overnight Shipping,No,Yes,27,Cryptocurrency,Bi-Weekly
350,34,Male,Jeans,Accessories,99,South Carolina,M,Pink,Summer,4.6,Yes,Same Day Delivery,No,Yes,49,PayPal,Weekly
351,33,Male,Skirt,Outerwear,41,Mississippi,L,Beige,Summer,2.9,No,Overnight Shipping,Yes,No,84,Debit Card,Fortnightly
352,33,Female,Overalls,Clothing,55,Vermont,L,Teal,Summer,3.2,No,Express,Yes,No,66,Venmo,Quarterly
353,49,Female,Hat,Accessories,83,New Jersey,XL,Silver,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,31,Cash,Bi-Weekly
354,38,Male,Jeans,Clothing,22,South Dakota,XL,Teal,Summer,3.2,Yes,Overnight Shipping,No,Yes,55,Cryptocurrency,Every 3 Months
355,47,Female,Watch,Accessories,58,New York,XL,Indigo,Winter,3.4,No,Next Day Air,Yes,No,81,Cryptocurrency,Weekly
356,70,Male,Jacket,Accessories,22,Montana,L,Maroon,Summer,4.6,Yes,Overnight Shipping,Yes,No,60,Bank Transfer,Every 3 Months
357,39,Male,Shoes,Outerwear,48,Oregon,XL,Olive,Fall,2.7,Yes,Standard,Yes,No,93,Cryptocurrency,Quarterly
358,50,Male,Necklace,Outerwear,53,Alaska,L,Peach,Summer,1.5,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months
359,28,Female,Dress,Clothing,83,Wyoming,L,Gray,Spring,4.1,No,Same Day Delivery,Yes,No,57,Bank Transfer,Monthly
360,37,Female,Cap,Outerwear,67,Hawaii,L,Yellow,Winter,1.9,Yes,International Shipping,Yes,No,66,Venmo,Annually
361,34,Female,Bracelet,Outerwear,40,Illinois,XL,White,Summer,2.3,Yes,Overnight Shipping,Yes,Yes,14,Credit Card,Bi-Weekly
362,26,Male,Shoes,Clothing,88,Utah,L,Purple,Spring,3.1,No,International Shipping,Yes,Yes,90,Credit Card,Every 3 Months
363,49,Male,Cufflinks,Outerwear,67,Utah,M,Yellow,Fall,2.6,Yes,International Shipping,Yes,No,38,Cryptocurrency,Weekly
364,27,Male,Scarf,Outerwear,45,Ohio,M,Indigo,Fall,4.7,Yes,Standard,Yes,Yes,92,Cryptocurrency,Quarterly
365,46,Female,Coat,Outerwear,72,Iowa,XL,Charcoal,Winter,2.4,Yes,International Shipping,No,Yes,73,Venmo,Fortnightly
366,23,Female,Overalls,Outerwear,38,Washington,L,Charcoal,Winter,4.9,Yes,International Shipping,Yes,Yes,24,Cryptocurrency,Monthly
367,46,Male,Socks,Footwear,60,Georgia,M,Pink,Winter,1.4,No,Standard,No,Yes,27,Cash,Quarterly
368,41,Male,Tie,Footwear,71,Georgia,L,Maroon,Spring,4.9,No,Next Day Air,No,No,7,PayPal,Annually
369,18,Female,Belt,Footwear,63,Wyoming,L,Lavender,Summer,4.5,No,Overnight Shipping,Yes,Yes,72,PayPal,Fortnightly
370,51,Female,Hat,Accessories,40,South Carolina,L,Teal,Fall,2.6,No,International Shipping,Yes,No,47,Debit Card,Weekly
371,33,Female,Bracelet,Accessories,57,California,L,Turquoise,Summer,2.2,Yes,Standard,No,Yes,86,PayPal,Fortnightly
372,37,Female,Skirt,Accessories,88,Oklahoma,L,Teal,Fall,4.0,Yes,Express,Yes,Yes,54,Cryptocurrency,Weekly
373,28,Male,Vest,Outerwear,79,Delaware,S,Silver,Fall,2.5,Yes,Store Pickup,Yes,No,71,Debit Card,Fortnightly
374,33,Female,Bracelet,Outerwear,82,Arkansas,M,Turquoise,Winter,1.4,No,Store Pickup,Yes,No,23,PayPal,Bi-Weekly
375,44,Female,Sandals,Footwear,23,Kansas,XL,Violet,Winter,4.1,No,Next Day Air,Yes,Yes,75,Bank Transfer,Fortnightly
376,26,Female,Jeans,Outerwear,53,Texas,L,Beige,Spring,4.4,No,International Shipping,Yes,Yes,19,Cash,Bi-Weekly
377,69,Male,Shorts,Accessories,49,Maine,S,Magenta,Fall,1.1,Yes,Standard,Yes,No,33,Cash,Monthly
378,27,Male,Shorts,Outerwear,30,South Carolina,M,Maroon,Spring,4.1,Yes,Store Pickup,Yes,Yes,98,PayPal,Monthly
379,56,Male,Pants,Accessories,91,Florida,L,Maroon,Fall,3.6,No,Store Pickup,No,Yes,10,Venmo,Every 3 Months
380,18,Female,Cufflinks,Footwear,55,North Carolina,M,Green,Summer,3.8,Yes,2-Day Shipping,No,No,7,Venmo,Quarterly
381,45,Male,Scarf,Clothing,92,Nebraska,L,Pink,Winter,1.3,Yes,Free Shipping,Yes,No,71,Debit Card,Bi-Weekly
382,53,Female,Coat,Outerwear,69,Wisconsin,L,Gold,Summer,2.2,Yes,Next Day Air,No,Yes,29,Bank Transfer,Weekly
383,65,Female,Jeans,Footwear,77,Illinois,M,Turquoise,Summer,4.7,Yes,2-Day Shipping,No,Yes,40,Cash,Quarterly
384,29,Male,Jacket,Outerwear,35,Tennessee,XL,Beige,Spring,3.4,No,2-Day Shipping,Yes,No,24,Cash,Quarterly
385,68,Female,Earrings,Accessories,56,South Dakota,XL,Gray,Fall,3.9,Yes,Overnight Shipping,Yes,No,72,PayPal,Annually
386,59,Female,Flip-flops,Clothing,23,Louisiana,M,Purple,Fall,4.9,Yes,Next Day Air,Yes,No,82,Cash,Monthly
387,32,Male,Hoodie,Clothing,57,West Virginia,M,Maroon,Spring,4.6,No,Standard,Yes,No,35,Cryptocurrency,Fortnightly
388,46,Male,Tracksuit,Footwear,72,Delaware,M,Brown,Winter,4.9,Yes,Store Pickup,Yes,No,73,Cash,Weekly
389,64,Male,Bracelet,Clothing,77,Montana,L,Pink,Winter,1.8,No,International Shipping,No,Yes,96,Cryptocurrency,Quarterly
390,53,Male,Sandals,Accessories,37,Hawaii,S,Black,Summer,1.9,Yes,Same Day Delivery,No,Yes,17,Bank Transfer,Fortnightly
391,49,Female,Hoodie,Clothing,27,Nevada,M,Yellow,Summer,1.5,Yes,Same Day Delivery,No,No,91,Venmo,Fortnightly
392,39,Male,Coat,Footwear,30,South Dakota,XL,White,Summer,1.4,No,International Shipping,No,No,71,Cash,Monthly
393,64,Female,Dress,Accessories,58,South Dakota,S,Red,Summer,1.1,Yes,2-Day Shipping,No,No,74,Debit Card,Quarterly
394,30,Male,Belt,Outerwear,42,Pennsylvania,L,Beige,Fall,2.0,No,2-Day Shipping,Yes,Yes,71,Venmo,Monthly
395,48,Male,Coat,Clothing,49,Missouri,M,Red,Fall,2.2,No,International Shipping,Yes,No,97,Venmo,Every 3 Months
396,28,Male,Sandals,Outerwear,48,Mississippi,L,Brown,Fall,4.7,Yes,Overnight Shipping,Yes,No,6,Credit Card,Monthly
397,30,Female,Blouse,Footwear,30,Washington,M,Olive,Fall,3.6,Yes,Next Day Air,No,Yes,96,PayPal,Annually
